priority,category,status,control,source_rows,evidence
P3,altro,passed,Verificare scomparsa sul secondo telefono.,globale:T-0510;usabilita:U0285,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P3,altro,passed,Verificare scomparsa.,usabilita:U0469,Playwright: record nominativo scompare dalla lista del secondo telefono; preview 20382a40; 2026-08-04
P3,altro,pending,Verificare screen reader.,globale:T-0610,
P3,altro,pending,verificare se deve comparire;,usabilita:U0124,
P3,altro,pending,verificare se esiste possibilità di recupero;,addendum:A0260,
P3,altro,pending,Verificare se i post precedenti devono mantenere il vecchio nome oppure utilizzare quello nuovo.,globale:T-0723,
P3,altro,pending,Verificare spazio disponibile sul dispositivo.,globale:T-0857,
P3,altro,pending,Verificare stabilità con computer del programmatore spento.,globale:T-1136,
P3,altro,pending,Verificare stato letto/non letto.,usabilita:U0061,
P3,altro,pending,Verificare stazioni ferroviarie di partenza e arrivo.,globale:T-1283,
P3,altro,pending,Verificare tastiera aperta.,globale:T-0611,
P3,altro,pending,Verificare tempo di parsing su telefono economico.,globale:T-1677,
P3,altro,pending,Verificare testi leggibili.,globale:T-0612,
P3,altro,pending,Verificare testo alternativo.,globale:T-1642,
P3,altro,pending,Verificare testo lungo.,usabilita:U0108,
P3,altro,pending,Verificare testo non perso.,globale:T-1409,
P3,altro,pending,Verificare timestamp.,globale:T-0512,
P3,altro,pending,Verificare tipo.,usabilita:U0206,
P3,altro,pending,Verificare titoli.,globale:T-0377,
P3,altro,passed,Verificare titolo.,usabilita:U0320,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,"Verificare troncamento e pulsante “Leggi tutto”, se necessario.",globale:T-0905,
P3,altro,pending,Verificare Udaipur.,globale:T-0379,
P3,altro,pending,Verificare URL precedente non più funzionante.,globale:T-0492,
P3,altro,pending,Verificare utilizzo singolo.,usabilita:U0380,
P3,altro,pending,Verificare VAPID_PUBLIC_KEY.,globale:T-1521,
P3,altro,pending,Verificare Varanasi.,globale:T-0380,
P3,altro,pending,Verificare variabile GROUP_CODE.,globale:T-1522,
P3,altro,pending,Verificare zoom testo 200%.,globale:T-0613,
P3,altro,passed,Verificare zoom.,usabilita:U0344,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,versione corretta;,globale:T-1768,
P3,altro,pending,versione del sistema operativo;,globale:T-1261,
P3,altro,pending,versione esatta collaudata;,usabilita:U0704,
P3,altro,pending,Viene simulata una perdita della connessione.,globale:T-1745,
P3,altro,pending,virgolette;,globale:T-1316,
P3,altro,pending,visibilità corretta;,usabilita:U0592,
P3,altro,pending,visibilità dei post;,globale:T-1812,
P3,altro,passed,voci della barra inferiore;,addendum:A0005,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,passed,voci della barra superiore;,addendum:A0006,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,pending,WebM.,globale:T-0444,
P3,altro,pending,Wi-Fi stabile.,usabilita:U0519,
P3,altro,passed,X-Content-Type-Options: nosniff.,globale:T-1484,production-smoke: X-Content-Type-Options nosniff presente
P3,altro,pending,ZIP completo.,globale:T-1727,
P3,altro,pending,ZIP dei contenuti.,globale:T-0276,
P3,documenti,pending,Biglietti collegati alle giornate.,globale:T-0236,
P3,documenti,pending,Calcolare consumo giornaliero previsto.,globale:T-1523,
P3,documenti,pending,Confrontare gli orari con i biglietti ferroviari reali.,globale:T-1263,
P3,documenti,pending,Confrontare le date con i biglietti aerei reali.,globale:T-1264,
P3,documenti,pending,Verificare comportamento previsto.,usabilita:U0048;usabilita:U0129,
P3,itinerario,pending,Aggiornamento in hotel.,globale:T-1460,
P3,itinerario,pending,Aggiungere hotel e punti di incontro.,globale:T-0183,
P3,itinerario,pending,Android con Chrome aggiornato.,globale:T-1078,
P3,itinerario,pending,Apertura della giornata corrente.,globale:T-1200,
P3,itinerario,pending,Aprire “Aggiungi ricordo” direttamente dall’itinerario.,usabilita:U0181,
P3,itinerario,pending,Aprire il giorno 5 dell’itinerario.,globale:T-0691,
P3,itinerario,passed,Aprire ogni giornata.,usabilita:U0317,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,itinerario,pending,Aprire ogni singola giornata.,globale:T-0382,
P3,itinerario,pending,Aprire una giornata specifica.,globale:T-1395,
P3,itinerario,passed,Aprire Viaggio.,usabilita:U0315,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,itinerario,passed,Chiudere ogni giornata.,usabilita:U0318,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,itinerario,pending,Confrontare ogni giornata con il programma definitivo dell’agenzia.,globale:T-1265,
P3,itinerario,pending,Consultare itinerario.,globale:T-0539,
P3,itinerario,pending,Consultazione itinerario.,globale:T-1211,
P3,itinerario,pending,Controllo itinerario.,globale:T-1213,
P3,itinerario,pending,Definire cosa accade al termine del viaggio.,globale:T-1339,
P3,itinerario,pending,Definire il periodo di conservazione dei dati dopo il viaggio.,globale:T-0049,
P3,itinerario,pending,giornata corretta;,usabilita:U0591,
P3,itinerario,pending,Hotel e prenotazioni.,globale:T-0258,
P3,itinerario,pending,itinerario della giornata;,globale:T-1757,
P3,itinerario,pending,Link esterno → giornata → indietro.,globale:T-1415,
P3,itinerario,pending,Mantenere sempre disponibili itinerario ed emergenze.,globale:T-1648,
P3,itinerario,pending,Prima del viaggio.,usabilita:U0114,
P3,itinerario,pending,Provare una data precedente al viaggio.,usabilita:U0185,
P3,itinerario,pending,Provare una data successiva al viaggio.,usabilita:U0186,
P3,itinerario,pending,Quota massima per giornata.,globale:T-0173,
P3,itinerario,pending,Ricerca per giornata.,globale:T-1699,
P3,itinerario,pending,Ritorno al programma della giornata.,globale:T-1236,
P3,itinerario,pending,Scorrere a metà giornata.,globale:T-1402,
P3,itinerario,pending,Selezionare ogni giornata dal 10 al 23 agosto.,usabilita:U0176,
P3,itinerario,pending,Tutti controllano l’itinerario.,globale:T-1734,
P3,itinerario,pending,Verificare assegnazione alla giornata corretta.,globale:T-0936,
P3,itinerario,pending,Verificare che le attività siano associate alla giornata corretta.,globale:T-1268,
P3,itinerario,pending,Verificare che non compaia in una giornata differente.,globale:T-0718,
P3,itinerario,passed,Verificare conteggio aggiornato.,usabilita:U0435,Playwright su due telefoni: griglia coordinatore passa automaticamente da 1/4 a 0/4; preview c90ec547; 2026-08-04
P3,itinerario,pending,Verificare data precedente al viaggio.,globale:T-0938,
P3,itinerario,pending,Verificare data successiva al viaggio.,globale:T-0939,
P3,itinerario,passed,Verificare elenco dispositivi aggiornato.,globale:T-1607,production-smoke: elenco dispositivi aggiornato dopo revoca
P3,itinerario,pending,Verificare filtro della giornata.,usabilita:U0179,
P3,itinerario,pending,Verificare giornata associata.,usabilita:U0102,
P3,itinerario,pending,Verificare giornata corretta.,usabilita:U0134,
P3,itinerario,pending,Verificare giornata già selezionata.,usabilita:U0182,
P3,itinerario,pending,Verificare indirizzo completo di ogni hotel.,globale:T-1274,
P3,itinerario,pending,Verificare mantenimento della giornata.,globale:T-0986;usabilita:U0184,
P3,itinerario,pending,Verificare nome esatto di ogni hotel.,globale:T-1275,
P3,itinerario,pending,Verificare ogni itinerario giornaliero.,globale:T-0194,
P3,itinerario,pending,Verificare stessa giornata e stesso punto.,globale:T-1407,
P3,itinerario,pending,Verificare telefono di ogni hotel.,globale:T-1284,
P3,itinerario,passed,Verificare tutte le 14 giornate.,globale:T-0378;usabilita:U0316,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,itinerario,passed,Viaggio.,usabilita:U0078,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,mappe-posizione,pending,Avviare Naviga.,globale:T-0693,
P3,mappe-posizione,pending,Navigazione verso una tappa.,globale:T-1226,
P3,mappe-posizione,pending,Nessuna perdita del punto di navigazione.,globale:T-1227,
P3,mappe-posizione,pending,Premere Naviga.,usabilita:U0358,
P3,mappe-posizione,pending,Utilizzare Naviga.,globale:T-0504,
P3,mappe-posizione,pending,Verificare fallback “Copia link” quando navigator.share non è disponibile.,globale:T-0982,
P3,mappe-posizione,pending,Verificare navigazione da tastiera.,globale:T-0605,
P3,media-upload,pending,aggiornare immediatamente tutte le schermate coinvolte;,addendum:A0259,
P3,media-upload,pending,Arresto immediato.,globale:T-0201,
P3,media-upload,pending,Chiusura modale mediante tastiera.,globale:T-1059,
P3,media-upload,pending,consumo MEDIA;,globale:T-1113,
P3,media-upload,pending,Errore archivio MEDIA.,globale:T-1544,
P3,media-upload,pending,Non devono esistere file nell’archivio MEDIA senza riferimento.,globale:T-1012,
P3,media-upload,pending,Proteggere Cloudflare D1 e MEDIA da consumi anomali.,globale:T-1056,
P3,media-upload,pending,quali tasti sono immediatamente disponibili;,addendum:A0313,
P3,media-upload,pending,Ruotare immediatamente qualsiasi segreto eventualmente esposto.,globale:T-1503,
P3,media-upload,pending,test dei formati multimediali;,globale:T-0014,
P3,media-upload,pending,Verificare binding MEDIA corretto.,globale:T-1509,
P3,media-upload,pending,Verificare blocco immediato.,globale:T-1617,
P3,media-upload,passed,Verificare comparsa immediata nel feed.,usabilita:U0020,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P3,media-upload,passed,Verificare comparsa immediata.,usabilita:U0261,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P3,media-upload,pending,Verificare la tappa intermedia di Ranakpur.,globale:T-0192,
P3,media-upload,pending,Verificare limiti dell’archivio MEDIA.,globale:T-1513,
P3,media-upload,pending,Verificare ordinamento corretto mediante timestamp server.,globale:T-0804,
P3,media-upload,pending,Verificare ordinamento dei post mediante ora server.,globale:T-0944,
P3,media-upload,pending,Verificare protezione mediante CSP frame-ancestors.,globale:T-1491,
P3,media-upload,passed,Verificare rifiuto immediato.,addendum:A0103,Playwright stale commands rejected 403; preview a4b05356; 2026-08-04
P3,social,passed,“Pubblicato” significhi record e allegati confermati dal server;,addendum:A0392,"Playwright Galaxy S9+: invito e sessione server, modale sopra barra, pulsante raggiungibile, stato disabilitato/invio, doppio clic=una richiesta, HTTP 201 e record confermato; preview 9913ac2c; 2026-08-04"
P3,social,passed,"A pubblica, B riceve.",usabilita:U0555,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P3,social,pending,"Aggiungere una pagina “Informazioni” con versione, data pubblicazione e stato API.",globale:T-0002,
P3,social,pending,Apertura pubblica.,globale:T-1204,
P3,social,pending,Aprire l’app come pubblico.,globale:T-0323,
P3,social,passed,Aprire Pubblica.,usabilita:U0010;usabilita:U0473,"Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04 | Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa"
P3,social,passed,Associare ogni pubblicazione a un’identità certa.,usabilita:U0006,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P3,social,pending,Cancellazione della bozza soltanto dopo pubblicazione riuscita.,usabilita:U0166,
P3,social,pending,computer – utente pubblico;,globale:T-0295,
P3,social,pending,conferma specifica della correzione del pulsante Pubblica;,usabilita:U0709,
P3,social,pending,crede di aver pubblicato ma il server ha rifiutato;,addendum:A0440,
P3,social,pending,crede di essere collegato ma il server lo considera Pubblico;,addendum:A0439,
P3,social,pending,è pubblicata realmente;,globale:T-0665,
P3,social,passed,il Pubblico riceva soltanto privilegi pubblici;,addendum:A0376,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P3,social,pending,il pulsante Pubblica viene mostrato a chi non può utilizzarlo;,usabilita:U0688,
P3,social,passed,la vista pubblica deve cambiare soltanto la visualizzazione;,addendum:A0275,security-surface 18/18 + ui-coordinator-grid touch ripetuto due volte: rimosso il vecchio toggle client; lo stato Pubblico deriva solo dall’assenza di una sessione personale verificata
P3,social,passed,Messaggio “Pubblicazione in corso”.,usabilita:U0160,"Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa"
P3,social,passed,Messaggio “Pubblicazione riuscita”.,usabilita:U0161,"Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa"
P3,social,pending,Misurare pubblicazione post.,globale:T-0591,
P3,social,pending,Modifica di un post pubblicato.,globale:T-0262,
P3,social,pending,nessuna pubblicazione automatica di dati personali.,addendum:A0369,
P3,social,pending,Nessuna pubblicazione.,usabilita:U0477,
P3,social,pending,nessuna tastiera che nasconde Conferma o Pubblica;,addendum:A0249,
P3,social,passed,"Non mostrare automaticamente età, lavoro e biografia al pubblico.",globale:T-0050,"production-smoke: eta, lavoro, bio e avatar_key assenti dallo stato pubblico"
P3,social,passed,Non mostrare mai il pulsante “Pubblica” come utilizzabile se il server rifiuterà l’operazione.,usabilita:U0004,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,social,pending,possibilità di consultare contenuti pubblici già disponibili;,addendum:A0320,
P3,social,pending,Possibilità di modificare la visibilità dopo la pubblicazione.,globale:T-0071,
P3,social,pending,post non pubblico;,addendum:A0123,
P3,social,passed,Pubblica.,usabilita:U0079,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P3,social,pending,Pubblicare 10 allegati.,globale:T-0401,
P3,social,pending,Pubblicare 20 post in pochi minuti.,globale:T-0867,
P3,social,pending,Pubblicare con emoji.,globale:T-0402,
P3,social,pending,Pubblicare con luogo scritto manualmente.,globale:T-0403,
P3,social,pending,Pubblicare contemporaneamente da 10 dispositivi.,globale:T-0798,
P3,social,pending,Pubblicare contenuto misto.,globale:T-0405,
P3,social,pending,Pubblicare dalla prima scheda.,globale:T-1592,
P3,social,pending,Pubblicare dieci allegati.,usabilita:U0015,
P3,social,pending,Pubblicare il post.,usabilita:U0247,
P3,social,pending,Pubblicare in ogni giornata.,globale:T-0406,
P3,social,pending,Pubblicare la versione 1.21.5.,globale:T-0829,
P3,social,pending,Pubblicare realmente la versione 1.21.5 su Cloudflare.,globale:T-0008,
P3,social,pending,Pubblicare senza testo.,globale:T-0408,
P3,social,passed,Pubblicare solo testo.,globale:T-0409;usabilita:U0011,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
